Designator,Mid X,Mid Y,Rotation,Layer
BT1,158.0,-77.0,90.0,top
D2,185.0,-61.27,90.0,top
D3,158.0,-108.27,270.0,top
D4,132.77,-62.275,0.0,top
Q2,176.865,-44.77,90.0,top
R10,122.0,-72.5,90.0,top
R2,190.595,-81.58,270.0,top
R7,171.81,-51.0,0.0,top
R8,187.0,-54.0,0.0,top
R9,168.0,-111.54,180.0,top
SW4,158.5,-48.5,0.0,top
